date,pit_id,species,river,site,site_no,searchday,length,hallprint_color,hallprint1,hallprint2,sex,recap,event,clay,silt,sand,gravel,cobble,boulder,bedrock,flow1,flow2,flow3,flow4,depth1,depth2,depth3,depth4,manhours,time,people,temp,do,cond,ph,notes
8/4/2022,NA,AMPL,Neches,Rockland,2,3,72,Pink,R715,R715,NA,NEW,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/4/2022,NA,AMPL,Neches,Rockland,2,3,85,Pink,R715,R715,NA,NEW,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/4/2022,NA,AMPL,Neches,Rockland,2,3,84,Pink,R714,R714,NA,NEW,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/4/2022,NA,AMPL,Neches,Rockland,2,3,86,Pink,R713,R713,NA,NEW,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/4/2022,NA,AMPL,Neches,Rockland,2,3,21,Pink,R712,R712,NA,NEW,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/4/2022,NA,CYPU,Neches,Rockland,2,3,51,Pink,R711,R711,NA,NEW,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/4/2022,NA,CYPU,Neches,Rockland,2,3,38,Pink,R710,R710,NA,NEW,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/4/2022,NA,CYPU,Neches,Rockland,2,3,43,Pink,R709,R709,NA,NEW,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/4/2022,NA,CYPU,Neches,Rockland,2,3,53,Pink,R708,R708,NA,NEW,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/4/2022,NA,CYPU,Neches,Rockland,2,3,23,Pink,R707,R707,NA,NEW,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/4/2022,NA,CYPU,Neches,Rockland,2,3,45,Pink,R706,R706,NA,NEW,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/4/2022,NA,CYPU,Neches,Rockland,2,3,37,Pink,R705,R705,NA,NEW,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/4/2022,NA,CYPU,Neches,Rockland,2,3,41,Pink,R704,R704,NA,NEW,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/4/2022,NA,CYPU,Neches,Rockland,2,3,53,Pink,R703,R703,NA,NEW,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/4/2022,NA,CYPU,Neches,Rockland,2,3,40,Pink,R702,R702,NA,NEW,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/4/2022,NA,MENE,Neches,Rockland,2,3,126,Pink,R698,R698,NA,NEW,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/4/2022,NA,MENE,Neches,Rockland,2,3,145,Pink,R697,R697,NA,NEW,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/4/2022,NA,MENE,Neches,Rockland,2,3,11,Pink,R696,R696,NA,NEW,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/4/2022,NA,PLDO,Neches,Rockland,2,3,79,Pink,R695,R695,NA,NEW,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/4/2022,NA,PLDO,Neches,Rockland,2,3,72,Pink,R694,R694,NA,NEW,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/4/2022,NA,PLDO,Neches,Rockland,2,3,68,Pink,R693,R693,NA,NEW,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/4/2022,NA,PLDO,Neches,Rockland,2,3,72,Pink,R692,R692,NA,NEW,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/4/2022,NA,TRNO,Neches,Rockland,2,3,52,Pink,R691,R691,NA,NEW,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/4/2022,NA,TRNO,Neches,Rockland,2,3,50,Pink,R689,R689,NA,NEW,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/4/2022,NA,QUQU,Neches,Rockland,2,3,46,Pink,R688,R688,NA,NEW,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/4/2022,NA,QUQU,Neches,Rockland,2,3,49,Pink,R687,R687,NA,NEW,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/4/2022,NA,QUQU,Neches,Rockland,2,3,40,Pink,R686,R686,NA,NEW,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/4/2022,NA,AMPL,Neches,Rockland,2,3,67,Pink,R685,R685,NA,NEW,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/4/2022,NA,AMPL,Neches,Rockland,2,3,68,Pink,R684,R684,NA,NEW,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/4/2022,NA,POPU,Neches,Rockland,2,3,121,Pink,R683,R683,NA,NEW,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/4/2022,NA,POPU,Neches,Rockland,2,3,86,Pink,R682,R682,NA,NEW,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/4/2022,NA,POPU,Neches,Rockland,2,3,139,Pink,R681,R681,NA,NEW,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/4/2022,NA,TRNO,Neches,Rockland,2,3,25,Pink,R680,R680,NA,NEW,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/4/2022,NA,POPU,Neches,Rockland,2,3,74,Pink,R680,R680,NA,NEW,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/4/2022,NA,POPU,Neches,Rockland,2,3,90,Pink,R679,R679,NA,NEW,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/4/2022,NA,POPU,Neches,Rockland,2,3,105,Pink,R678,R678,NA,NEW,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/4/2022,NA,POPU,Neches,Rockland,2,3,121,Pink,R677,R677,NA,NEW,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/4/2022,NA,POPU,Neches,Rockland,2,3,94,Pink,R676,R676,NA,NEW,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/4/2022,NA,POPU,Neches,Rockland,2,3,114,Pink,R675,R675,NA,NEW,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,AMPL,Neches,Rockland,2,2,94,Pink,R669,R669,NA,NEW,2,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/3/2022,NA,POPU,Neches,Rockland,2,2,128,Pink,R668,R668,NA,NEW,2,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,112,Pink,R668,R668,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,POPU,Neches,Rockland,2,2,116,Pink,R667,R667,NA,NEW,2,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,101,Pink,R667,R667,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,POPU,Neches,Rockland,2,2,129,Pink,R666,R666,NA,NEW,2,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,128,Pink,R666,R666,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,CYPU,Neches,Rockland,2,2,16,Pink,R665,R665,NA,NEW,2,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,15,Pink,R665,R665,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,PLDO,Neches,Rockland,2,2,109,Pink,R651,R651,NA,NEW,2,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,95,Pink,R651,R651,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,POFR,Neches,Rockland,2,2,75,Pink,R650,R650,NA,NEW,2,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/3/2022,NA,POPU,Neches,Rockland,2,2,126,Pink,R649,R649,NA,NEW,2,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,128,Pink,R649,R649,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,POPU,Neches,Rockland,2,2,100,Pink,R648,R648,NA,NEW,2,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,103,Pink,R648,R648,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,CYPU,Neches,Rockland,2,2,30,Pink,R647,R647,NA,NEW,2,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/3/2022,NA,CYPU,Neches,Rockland,2,2,54,Pink,R646,R646,NA,NEW,2,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/3/2022,NA,CYPU,Neches,Rockland,2,2,56,Pink,R645,R645,NA,NEW,2,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/3/2022,NA,MENE,Neches,Rockland,2,2,184,Pink,R644,R644,NA,NEW,2,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,155,Pink,R644,R644,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,MENE,Neches,Rockland,2,2,52,Pink,R643,R643,NA,NEW,2,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,53,Pink,R643,R643,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,MENE,Neches,Rockland,2,2,139,Pink,R642,R642,NA,NEW,2,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,145,Pink,R642,R642,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,MENE,Neches,Rockland,2,2,130,Pink,R641,R641,NA,NEW,2,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,133,Pink,R641,R641,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,POPU,Neches,Rockland,2,2,111,Pink,R640,R640,NA,NEW,2,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,113,Pink,R640,R640,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,POPU,Neches,Rockland,2,2,102,Pink,R639,R639,NA,NEW,2,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/3/2022,NA,POPU,Neches,Rockland,2,2,126,Pink,R638,R638,NA,NEW,2,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/3/2022,NA,AMPL,Neches,Rockland,2,2,30,Pink,R636,R636,NA,NEW,2,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/3/2022,NA,AMPL,Neches,Rockland,2,2,35,Pink,R635,R635,NA,NEW,2,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/3/2022,NA,CYPU,Neches,Rockland,2,2,29,Pink,R634,R634,NA,NEW,2,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/3/2022,NA,POPU,Neches,Rockland,2,2,90,Pink,R633,R633,NA,NEW,2,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/3/2022,NA,POPU,Neches,Rockland,2,2,124,Pink,R632,R632,NA,NEW,2,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/3/2022,NA,CYPU,Neches,Rockland,2,2,51,Pink,R631,R631,NA,NEW,2,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,38,Pink,R631,R631,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,CYPU,Neches,Rockland,2,2,37,Pink,R630,R630,NA,NEW,2,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/3/2022,NA,CYPU,Neches,Rockland,2,2,63,Pink,R629,R629,NA,NEW,2,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,50,Pink,R629,R629,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,POPU,Neches,Rockland,2,2,86,Pink,R620,R620,NA,NEW,2,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,73,Pink,R620,R620,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,POPU,Neches,Rockland,2,2,433,Pink,R619,R619,NA,NEW,2,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,119,Pink,R619,R619,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,POPU,Neches,Rockland,2,2,78,Pink,R618,R618,NA,NEW,2,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,80,Pink,R618,R618,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,POPU,Neches,Rockland,2,2,105,Pink,R617,R617,NA,NEW,2,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,89,Pink,R617,R617,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,POPU,Neches,Rockland,2,2,83,Pink,R616,R616,NA,NEW,2,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,84,Pink,R616,R616,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,POPU,Neches,Rockland,2,2,115,Pink,R615,R615,NA,NEW,2,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,115,Pink,R615,R615,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,POPU,Neches,Rockland,2,2,23,Pink,R614,R614,NA,NEW,2,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/3/2022,NA,LATE,Neches,Rockland,2,2,111,Pink,R613,R613,NA,NEW,2,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,114,Pink,R613,R613,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,LATE,Neches,Rockland,2,2,76,Pink,R612,R612,NA,NEW,2,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/3/2022,NA,CYPU,Neches,Rockland,2,2,53,Pink,R611,R611,NA,NEW,2,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,55,Pink,R611,R611,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,CYPU,Neches,Rockland,2,2,45,Pink,R610,R610,NA,NEW,2,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,49,Pink,R610,R610,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,TRNO,Neches,Rockland,2,2,50,Pink,R609,R609,NA,NEW,2,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,53,Pink,R609,R609,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
8/3/2022,NA,TRDO,Neches,Rockland,2,2,42,Pink,R608,R608,NA,NEW,2,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/3/2022,NA,POPU,Neches,Rockland,2,2,107,Pink,R607,R607,NA,NEW,2,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,24,10,33.5,10.72,303.7,NA,
8/4/2022,NA,,Neches,Rockland,2,3,106,Pink,R607,R607,NA,RECAP,3,0,90,10,0,0,0,0,0,0,NA,NA,1.1,0.5,NA,NA,4,20,12,33.5,10.72,303.7,NA,
